g3
gadE_gadX_ybaT
gadE_gadX_ybaS
gadE_gadX_glnK
gadE_gadX_uspE
gadE_gadX_lon
gadE_gadX_rpoS
gadE_gadX_hns
gadE_gadX_btuB
gadW_gadX_ybaT
gadW_gadX_ybaS
gadW_gadX_glnK
gadW_gadX_slp
gadW_gadX_dctR
gadW_gadX_hdeD
gadW_gadX_uspE
gadW_gadX_lon
gadW_gadX_rpoS
gadW_gadX_hns
gadW_gadX_cadB
gadW_gadX_btuB
gadW_gadE_yhiM
gadW_gadE_ydeP
gadW_gadE_bdm
gadW_gadE_lolA
gadW_gadE_rarA
gadW_gadE_adiC
gadW_gadE_slp
gadW_gadE_dctR
gadW_gadE_sra
gadW_gadE_hdeD
gadW_gadE_fabZ
gadW_gadE_rcsA
gadW_gadE_osmC
gadW_gadE_osmB
gadW_gadE_lrp
gadW_gadE_lpxA
gadW_gadE_skp
gadW_gadE_gnd
gadW_gadE_ftsA
gadW_gadE_fliC
gadW_gadE_lpxD
gadW_gadE_cyoD
gadW_gadE_cyoC
gadW_gadE_cyoB
gadW_gadE_cyoA
gadW_gadE_cadB
gadW_gadE_aslB
gadX_gadE_yhiM
gadX_gadE_ydeP
gadX_gadE_bdm
gadX_gadE_lolA
gadX_gadE_rarA
gadX_gadE_adiC
gadX_gadE_sra
gadX_gadE_fabZ
gadX_gadE_rcsA
gadX_gadE_osmC
gadX_gadE_osmB
gadX_gadE_lrp
gadX_gadE_lpxA
gadX_gadE_skp
gadX_gadE_gnd
gadX_gadE_ftsA
gadX_gadE_fliC
gadX_gadE_lpxD
gadX_gadE_cyoD
gadX_gadE_cyoC
gadX_gadE_cyoB
gadX_gadE_cyoA
gadX_gadE_aslB
