g2
exuT_dpiA_arcA
mdh_dpiA_arcA
xylF_xylR_arcA
xylG_xylR_arcA
xylA_xylR_arcA
gadC_gadX_arcA
ybaT_gadX_arcA
ybaS_gadX_arcA
mdtF_gadX_arcA
mdtE_gadX_arcA
glnK_gadX_arcA
slp_gadX_arcA
dctR_gadX_arcA
hdeD_gadX_arcA
gadB_gadX_arcA
yhiD_gadX_arcA
hdeB_gadX_arcA
hdeA_gadX_arcA
uspE_gadX_arcA
lon_gadX_arcA
rpoS_gadX_arcA
hns_gadX_arcA
cadB_gadX_arcA
btuB_gadX_arcA
yhiM_gadE_arcA
ydeP_gadE_arcA
gadC_gadE_arcA
bdm_gadE_arcA
lolA_gadE_arcA
rarA_gadE_arcA
adiC_gadE_arcA
mdtF_gadE_arcA
mdtE_gadE_arcA
slp_gadE_arcA
dctR_gadE_arcA
sra_gadE_arcA
hdeD_gadE_arcA
gadB_gadE_arcA
yhiD_gadE_arcA
hdeB_gadE_arcA
hdeA_gadE_arcA
fabZ_gadE_arcA
rcsA_gadE_arcA
osmC_gadE_arcA
osmB_gadE_arcA
lrp_gadE_arcA
lpxA_gadE_arcA
skp_gadE_arcA
gnd_gadE_arcA
ftsA_gadE_arcA
fliC_gadE_arcA
lpxD_gadE_arcA
cyoD_gadE_arcA
cyoC_gadE_arcA
cyoB_gadE_arcA
cyoA_gadE_arcA
cadB_gadE_arcA
aslB_gadE_arcA
dpiA_dcuR_crp
frdD_dcuR_crp
frdC_dcuR_crp
frdB_dcuR_crp
frdA_dcuR_crp
lsrF_lsrR_crp
lsrD_lsrR_crp
lsrA_lsrR_crp
lsrK_lsrR_crp
marB_marR_crp
yncE_marA_crp
pqiB_marA_crp
acrZ_marA_crp
nfsB_marA_crp
ybjC_marA_crp
acrB_marA_crp
acrA_marA_crp
waaY_marA_crp
inaA_marA_crp
nfsA_marA_crp
zwf_marA_crp
ygiB_marA_crp
tolC_marA_crp
purA_marA_crp
poxB_marA_crp
fpr_marA_crp
rbsK_rbsR_crp
rbsA_rbsR_crp
add_rbsR_crp
ompC_ompR_crp
nanC_nagC_crp
nanS_nagC_crp
dinI_nagC_crp
chiP_nagC_crp
feoC_nagC_crp
galP_nagC_crp
feoB_nagC_crp
feoA_nagC_crp
glmU_nagC_crp
creC_nagC_crp
manZ_nagC_crp
glmS_nagC_crp
creD_nagC_crp
chbF_nagC_crp
malZ_malT_crp
malQ_malT_crp
malY_malI_crp
pgm_hupB_crp
pgm_hupA_crp
glpK_glpR_crp
glpD_glpR_crp
glpC_glpR_crp
glpA_glpR_crp
galP_galS_crp
mglC_galS_crp
yhhY_fur_crp
gspK_fur_crp
gspJ_fur_crp
gspI_fur_crp
gspH_fur_crp
gspG_fur_crp
gspD_fur_crp
rcnB_fur_crp
rcnA_fur_crp
mntP_fur_crp
nrdE_fur_crp
feoC_fur_crp
garP_fur_crp
glnK_fur_crp
feoB_fur_crp
amtB_fur_crp
entH_fur_crp
entS_fur_crp
tonB_fur_crp
soxR_fur_crp
ftnA_fur_crp
purR_fur_crp
oppA_fur_crp
ndh_fur_crp
metJ_fur_crp
metH_fur_crp
katG_fur_crp
katE_fur_crp
gdhA_fur_crp
fhuE_fur_crp
fepG_fur_crp
fepD_fur_crp
fepC_fur_crp
fepB_fur_crp
fecR_fur_crp
fecE_fur_crp
fecD_fur_crp
fecC_fur_crp
fecB_fur_crp
entF_fur_crp
entD_fur_crp
entA_fur_crp
garL_fur_crp
fliY_flhD_crp
ycgR_flhD_crp
flgN_flhD_crp
gltI_flhD_crp
flgM_flhD_crp
flgJ_flhD_crp
flgD_flhD_crp
flgA_flhD_crp
gltL_flhD_crp
gltJ_flhD_crp
napD_flhD_crp
napG_flhD_crp
napH_flhD_crp
napC_flhD_crp
ccmB_flhD_crp
nrfD_flhD_crp
nrfA_flhD_crp
fliH_flhD_crp
fliG_flhD_crp
hydN_flhD_crp
fliZ_flhD_crp
fliA_flhD_crp
fliF_flhD_crp
fliO_flhD_crp
ppdB_flhD_crp
ygdB_flhD_crp
fliD_flhD_crp
recC_flhD_crp
mglC_flhD_crp
fliY_flhC_crp
ycgR_flhC_crp
flgN_flhC_crp
gltI_flhC_crp
flgM_flhC_crp
flgJ_flhC_crp
flgD_flhC_crp
flgA_flhC_crp
gltL_flhC_crp
gltJ_flhC_crp
napD_flhC_crp
napG_flhC_crp
napH_flhC_crp
napC_flhC_crp
ccmB_flhC_crp
nrfD_flhC_crp
nrfA_flhC_crp
fliH_flhC_crp
fliG_flhC_crp
hydN_flhC_crp
fliZ_flhC_crp
fliA_flhC_crp
fliF_flhC_crp
fliO_flhC_crp
ppdB_flhC_crp
ygdB_flhC_crp
fliD_flhC_crp
recC_flhC_crp
mglC_flhC_crp
nanK_fis_crp
patA_fis_crp
glcC_fis_crp
yeaR_fis_crp
yoaG_fis_crp
nanT_fis_crp
valY_fis_crp
tyrU_fis_crp
tyrT_fis_crp
thrV_fis_crp
thrU_fis_crp
thrT_fis_crp
ssrS_fis_crp
rrfF_fis_crp
rrsG_fis_crp
rrsD_fis_crp
rrsC_fis_crp
rrsA_fis_crp
rrlH_fis_crp
rrlG_fis_crp
rrlE_fis_crp
rrlD_fis_crp
rrlC_fis_crp
rrlA_fis_crp
rrfH_fis_crp
rrfG_fis_crp
rrfE_fis_crp
rrfD_fis_crp
rrfC_fis_crp
rrfA_fis_crp
rnpB_fis_crp
proK_fis_crp
metY_fis_crp
metU_fis_crp
metT_fis_crp
lysW_fis_crp
leuX_fis_crp
leuV_fis_crp
leuT_fis_crp
leuQ_fis_crp
leuP_fis_crp
ileT_fis_crp
hisR_fis_crp
glyT_fis_crp
gltU_fis_crp
gltT_fis_crp
glnV_fis_crp
glnU_fis_crp
aspV_fis_crp
argU_fis_crp
alaW_fis_crp
alaT_fis_crp
xylH_fis_crp
nuoL_fis_crp
nuoK_fis_crp
nuoI_fis_crp
nuoE_fis_crp
nuoC_fis_crp
nuoB_fis_crp
nuoA_fis_crp
nrfG_fis_crp
nrfF_fis_crp
nrfE_fis_crp
nrfC_fis_crp
nrfB_fis_crp
nuoF_fis_crp
nuoM_fis_crp
sra_fis_crp
rimP_fis_crp
truB_fis_crp
fau_fis_crp
tufB_fis_crp
trmA_fis_crp
topA_fis_crp
rpsO_fis_crp
queA_fis_crp
pnp_fis_crp
nusA_fis_crp
ndh_fis_crp
narK_fis_crp
narJ_fis_crp
narI_fis_crp
narH_fis_crp
narG_fis_crp
mglC_fis_crp
mazG_fis_crp
rsmA_fis_crp
infB_fis_crp
hyaF_fis_crp
hyaE_fis_crp
hns_fis_crp
fumB_fis_crp
fadB_fis_crp
fadA_fis_crp
dmsB_fis_crp
dmsA_fis_crp
carB_fis_crp
carA_fis_crp
bglG_fis_crp
bglB_fis_crp
apaH_fis_crp
apaG_fis_crp
ansB_fis_crp
adhE_fis_crp
chbF_chbR_crp
xylB_araC_crp
araB_araC_crp
araA_araC_crp
srlA_hns_cspA
bglJ_hns_cspA
gspK_hns_cspA
gspJ_hns_cspA
gspI_hns_cspA
gspH_hns_cspA
gspG_hns_cspA
gspD_hns_cspA
casC_hns_cspA
casD_hns_cspA
casE_hns_cspA
csiD_hns_cspA
csiE_hns_cspA
fliY_hns_cspA
ydeO_hns_cspA
hlyE_hns_cspA
garP_hns_cspA
lhgO_hns_cspA
yfaE_hns_cspA
smtA_hns_cspA
mukF_hns_cspA
hisQ_hns_cspA
hisJ_hns_cspA
fimI_hns_cspA
adiY_hns_cspA
adeD_hns_cspA
caiT_hns_cspA
caiA_hns_cspA
caiC_hns_cspA
caiD_hns_cspA
adiA_hns_cspA
fliZ_hns_cspA
fliA_hns_cspA
gabP_hns_cspA
gabD_hns_cspA
gspB_hns_cspA
mukE_hns_cspA
mazF_hns_cspA
cspD_hns_cspA
srlD_hns_cspA
srlB_hns_cspA
proX_hns_cspA
proW_hns_cspA
nrdA_hns_cspA
nirD_hns_cspA
nirC_hns_cspA
nirB_hns_cspA
mukB_hns_cspA
mazE_hns_cspA
lacZ_hns_cspA
lacY_hns_cspA
ilvI_hns_cspA
ilvH_hns_cspA
hisP_hns_cspA
galE_hns_cspA
gabT_hns_cspA
fliC_hns_cspA
flhD_hns_cspA
flhC_hns_cspA
fimH_hns_cspA
fimF_hns_cspA
fimC_hns_cspA
fimB_hns_cspA
fimA_hns_cspA
fes_hns_cspA
