g5
araC_crp_araH
araC_crp_araF
araC_crp_araE
araC_crp_araD
arcA_fnr_citC
arcA_fnr_citD
arcA_fnr_citE
arcA_fnr_citF
arcA_fnr_citX
arcA_fnr_citG
arcA_fnr_ybdN
arcA_fnr_caiE
arcA_fnr_nuoN
arcA_fnr_nuoJ
arcA_fnr_nuoH
arcA_fnr_nuoG
arcA_fnr_grcA
arcA_fnr_caiB
arcA_fnr_cydD
arcA_fnr_focA
arcA_fnr_pflB
arcA_fnr_ndh
arcA_fnr_fumC
arcA_fnr_cydB
arcA_fnr_cydA
arcA_fnr_ackA
arcA_fnr_cydC
chbR_crp_chbG
chbR_crp_chbA
chbR_crp_chbC
chbR_crp_chbB
dnaA_argP_nrdB
dnaA_argP_dnaN
fis_ihfB_patA
fis_ihfA_patA
fis_ihfB_nrfG
fis_ihfA_nrfG
fis_ihfB_nrfF
fis_ihfA_nrfF
fis_ihfB_nrfE
fis_ihfA_nrfE
fis_ihfB_nrfC
fis_ihfA_nrfC
fis_ihfB_nrfB
fis_ihfA_nrfB
fis_crp_grcA
fis_ihfB_sra
fis_ihfA_sra
fis_crp_marR
fis_crp_marA
fis_crp_mazF
fis_crp_trg
fis_crp_ptsG
fis_crp_nrdB
fis_ihfB_nirD
fis_ihfA_nirD
fis_crp_nirD
fis_ihfB_nirC
fis_ihfA_nirC
fis_crp_nirC
fis_ihfB_nirB
fis_ihfA_nirB
fis_crp_nirB
fis_ihfB_ndh
fis_ihfA_ndh
fis_crp_mazE
fis_crp_malG
fis_crp_malF
fis_crp_lpd
fis_crp_hupA
fis_crp_glpT
fis_crp_glpQ
fis_crp_glnL
fis_crp_glnA
fis_ihfB_dmsB
fis_ihfA_dmsB
fis_ihfB_dmsA
fis_ihfA_dmsA
fis_crp_deoD
fis_crp_deoC
fis_crp_deoB
fis_crp_deoA
fis_ihfB_carB
fis_ihfA_carB
fis_ihfB_carA
fis_ihfA_carA
flhC_hns_fliY
flhC_hns_fliZ
flhC_hns_fliA
flhD_hns_fliY
flhD_hns_fliZ
flhD_hns_fliA
fnr_ihfB_tdcE
fnr_ihfA_tdcE
fnr_ihfB_norV
fnr_ihfA_norV
fnr_ihfB_ssuA
fnr_ihfA_ssuA
fnr_ihfB_norW
fnr_ihfA_norW
fnr_ihfB_nuoN
fnr_ihfA_nuoN
fnr_ihfB_nuoJ
fnr_ihfA_nuoJ
fnr_ihfB_nuoH
fnr_ihfA_nuoH
fnr_ihfB_nuoG
fnr_ihfA_nuoG
fnr_ihfB_nrfD
fnr_ihfA_nrfD
fnr_ihfB_nrfA
fnr_ihfA_nrfA
fnr_ihfB_focA
fnr_ihfA_focA
fnr_ihfB_pstC
fnr_ihfA_pstC
fnr_ihfB_pstB
fnr_ihfA_pstB
fnr_ihfB_pstA
fnr_ihfA_pstA
fnr_ihfB_pstS
fnr_ihfA_pstS
fnr_ihfB_pflB
fnr_ihfA_pflB
fnr_ihfB_ndh
fnr_ihfA_ndh
fnr_ihfB_hypE
fnr_ihfA_hypE
fnr_ihfB_hypD
fnr_ihfA_hypD
fnr_ihfB_cysG
fnr_ihfA_cysG
fur_crp_gltF
fur_crp_sucD
fur_crp_sucC
fur_crp_sucB
fur_crp_sucA
fur_crp_sdhD
fur_crp_sdhC
fur_crp_sdhB
fur_crp_sdhA
fur_crp_ompF
fur_crp_lpd
fur_crp_gltD
fur_crp_fumC
galS_crp_galM
galS_crp_galT
galS_crp_galK
galS_crp_galE
hns_fis_mazF
hns_fis_nirD
hns_fis_nirC
hns_fis_nirB
hns_fis_mazE
hns_fis_bglG
hns_fis_bglB
hupA_crp_galE
hupB_crp_galE
lacI_crp_lacZ
lacI_crp_lacY
leuO_rcsB_bglF
lrp_gadE_osmC
lrp_gadE_cadB
malT_crp_malM
malT_crp_malG
malT_crp_malF
nagC_crp_nagE
nagC_crp_umpH
nagC_crp_nagB
ompR_crp_csgF
ompR_crp_ompF
rcsA_gadE_ydeP
rcsA_rcsB_ydeP
rcsA_gadE_gadC
rcsA_rcsB_gadC
rcsA_gadE_bdm
rcsA_rcsB_bdm
rcsA_rcsB_csgD
rcsA_rcsB_csgE
rcsA_rcsB_csgG
rcsA_gadE_lolA
rcsA_rcsB_lolA
rcsA_gadE_rarA
rcsA_rcsB_rarA
rcsA_gadE_sra
rcsA_rcsB_sra
rcsA_gadE_hdeD
rcsA_rcsB_hdeD
rcsA_gadE_gadB
rcsA_rcsB_gadB
rcsA_gadE_yhiD
rcsA_rcsB_yhiD
rcsA_gadE_hdeB
rcsA_rcsB_hdeB
rcsA_gadE_hdeA
rcsA_rcsB_hdeA
rcsA_gadE_osmC
rcsA_rcsB_osmC
rcsA_gadE_osmB
rcsA_rcsB_osmB
rcsA_gadE_ftsA
rcsA_rcsB_ftsA
melR_crp_melB
melR_crp_melA
marA_soxS_pqiB
marA_rob_acrZ
marA_soxS_acrZ
marA_rob_nfsB
marA_soxS_nfsB
marA_rob_ybjC
marA_soxS_ybjC
marA_rob_acrB
marA_soxS_acrB
marA_rob_acrA
marA_soxS_acrA
marA_rob_marR
marA_soxS_marR
marA_fis_marR
marA_crp_marR
marA_soxS_waaY
marA_rob_inaA
marA_soxS_inaA
marA_rob_acnA
marA_soxS_acnA
marA_crp_acnA
marA_rob_nfsA
marA_soxS_nfsA
marA_rob_zwf
marA_soxS_zwf
marA_rob_ygiB
marA_soxS_ygiB
marA_rob_tolC
marA_soxS_tolC
marA_rob_sodA
marA_soxS_sodA
marA_crp_sodA
marA_soxS_poxB
marA_soxS_fpr
gadE_evgA_ydeP
gadE_arcA_gadA
gadE_evgA_mdtF
gadE_evgA_mdtE
gadE_phoP_hdeD
gadE_phoP_yhiD
gadE_phoP_hdeB
gadE_phoP_hdeA
gadW_phoP_yhiD
gadW_phoP_hdeB
gadW_phoP_hdeA
gadX_rcsB_gadC
gadX_rcsB_gadA
gadX_arcA_gadA
gadX_rcsB_slp
gadX_rcsB_dctR
gadX_rcsB_hdeD
gadX_rcsB_gadB
gadX_rcsB_yhiD
gadX_rcsB_hdeB
gadX_rcsB_hdeA
gadX_rcsB_cadB
xylR_crp_xylF
xylR_crp_xylG
xylR_crp_xylA
caiF_fnr_caiE
caiF_crp_caiE
caiF_fnr_fixB
caiF_crp_fixB
caiF_fnr_caiB
caiF_crp_caiB
cbl_cysB_tauC
cbl_cysB_tauB
hyfR_crp_hyfJ
hyfR_crp_hyfI
hyfR_crp_hyfH
hyfR_crp_hyfC
dcuR_fnr_frdD
dcuR_fnr_frdC
dcuR_fnr_frdB
dcuR_fnr_frdA
