5
fis_crp_hupA
flhD_hns_fliZ
flhC_hns_fliZ
fis_crp_marA
marA_crp_marR
marA_fis_marR
marA_soxS_marR
marA_rob_marR
fis_crp_marR
rcsA_rcsB_csgG
rcsA_rcsB_csgE
rcsA_rcsB_csgD
araC_crp_araD
araC_crp_araE
araC_crp_araF
araC_crp_araH
arcA_fnr_cydC
arcA_fnr_ackA
arcA_fnr_cydA
arcA_fnr_cydB
fur_crp_fumC
arcA_fnr_fumC
fnr_ihfA_ndh
fnr_ihfB_ndh
fis_ihfA_ndh
fis_ihfB_ndh
arcA_fnr_ndh
fnr_ihfA_pflB
fnr_ihfB_pflB
arcA_fnr_pflB
fur_crp_sdhA
fur_crp_sdhB
fur_crp_sdhC
fur_crp_sdhD
fur_crp_sucA
fur_crp_sucB
fur_crp_sucC
fur_crp_sucD
fnr_ihfA_focA
fnr_ihfB_focA
arcA_fnr_focA
arcA_fnr_cydD
caiF_crp_caiB
caiF_fnr_caiB
arcA_fnr_caiB
fis_crp_grcA
arcA_fnr_grcA
fnr_ihfA_nuoG
fnr_ihfB_nuoG
arcA_fnr_nuoG
fnr_ihfA_nuoH
fnr_ihfB_nuoH
arcA_fnr_nuoH
fnr_ihfA_nuoJ
fnr_ihfB_nuoJ
arcA_fnr_nuoJ
fnr_ihfA_nuoN
fnr_ihfB_nuoN
arcA_fnr_nuoN
caiF_crp_caiE
caiF_fnr_caiE
arcA_fnr_caiE
gadX_arcA_gadA
gadX_rcsB_gadA
gadE_arcA_gadA
arcA_fnr_ybdN
arcA_fnr_citG
arcA_fnr_citX
arcA_fnr_citF
arcA_fnr_citE
arcA_fnr_citD
arcA_fnr_citC
fur_crp_gltD
fur_crp_gltF
gadX_rcsB_cadB
lrp_gadE_cadB
chbR_crp_chbB
chbR_crp_chbC
chbR_crp_chbA
chbR_crp_chbG
leuO_rcsB_bglF
fis_crp_deoA
fis_crp_deoB
fis_crp_deoC
fis_crp_deoD
hupB_crp_galE
hupA_crp_galE
galS_crp_galE
galS_crp_galK
galS_crp_galT
fis_crp_glnA
fis_crp_glnL
fis_crp_glpQ
fis_crp_glpT
lacI_crp_lacY
lacI_crp_lacZ
fur_crp_lpd
fis_crp_lpd
malT_crp_malF
fis_crp_malF
malT_crp_malG
fis_crp_malG
malT_crp_malM
hns_fis_mazE
fis_crp_mazE
melR_crp_melA
melR_crp_melB
nagC_crp_nagB
nagC_crp_umpH
nagC_crp_nagE
hns_fis_nirB
fis_crp_nirB
fis_ihfA_nirB
fis_ihfB_nirB
hns_fis_nirC
fis_crp_nirC
fis_ihfA_nirC
fis_ihfB_nirC
hns_fis_nirD
fis_crp_nirD
fis_ihfA_nirD
fis_ihfB_nirD
fis_crp_nrdB
dnaA_argP_nrdB
ompR_crp_ompF
fur_crp_ompF
fis_crp_ptsG
marA_crp_sodA
marA_soxS_sodA
marA_rob_sodA
fis_crp_trg
xylR_crp_xylA
hns_fis_mazF
fis_crp_mazF
marA_crp_acnA
marA_soxS_acnA
marA_rob_acnA
caiF_crp_fixB
caiF_fnr_fixB
galS_crp_galM
xylR_crp_xylG
xylR_crp_xylF
ompR_crp_csgF
hyfR_crp_hyfC
hyfR_crp_hyfH
hyfR_crp_hyfI
hyfR_crp_hyfJ
fnr_ihfA_tdcE
fnr_ihfB_tdcE
cbl_cysB_tauB
cbl_cysB_tauC
dnaA_argP_dnaN
hns_fis_bglB
hns_fis_bglG
fis_ihfA_carA
fis_ihfB_carA
fis_ihfA_carB
fis_ihfB_carB
fis_ihfA_dmsA
fis_ihfB_dmsA
fis_ihfA_dmsB
fis_ihfB_dmsB
rcsA_rcsB_sra
rcsA_gadE_sra
fis_ihfA_sra
fis_ihfB_sra
fis_ihfA_nrfB
fis_ihfB_nrfB
fis_ihfA_nrfC
fis_ihfB_nrfC
fis_ihfA_nrfE
fis_ihfB_nrfE
fis_ihfA_nrfF
fis_ihfB_nrfF
fis_ihfA_nrfG
fis_ihfB_nrfG
fis_ihfA_patA
fis_ihfB_patA
flhD_hns_fliA
flhC_hns_fliA
fnr_ihfA_nrfA
fnr_ihfB_nrfA
fnr_ihfA_nrfD
fnr_ihfB_nrfD
flhD_hns_fliY
flhC_hns_fliY
fnr_ihfA_cysG
fnr_ihfB_cysG
dcuR_fnr_frdA
dcuR_fnr_frdB
dcuR_fnr_frdC
dcuR_fnr_frdD
fnr_ihfA_hypD
fnr_ihfB_hypD
fnr_ihfA_hypE
fnr_ihfB_hypE
fnr_ihfA_pstS
fnr_ihfB_pstS
fnr_ihfA_pstA
fnr_ihfB_pstA
fnr_ihfA_pstB
fnr_ihfB_pstB
fnr_ihfA_pstC
fnr_ihfB_pstC
fnr_ihfA_norW
fnr_ihfB_norW
fnr_ihfA_ssuA
fnr_ihfB_ssuA
fnr_ihfA_norV
fnr_ihfB_norV
rcsA_rcsB_osmC
rcsA_gadE_osmC
lrp_gadE_osmC
marA_soxS_tolC
marA_rob_tolC
marA_soxS_ygiB
marA_rob_ygiB
gadX_rcsB_hdeA
gadW_phoP_hdeA
gadE_phoP_hdeA
rcsA_rcsB_hdeA
rcsA_gadE_hdeA
gadX_rcsB_hdeB
gadW_phoP_hdeB
gadE_phoP_hdeB
rcsA_rcsB_hdeB
rcsA_gadE_hdeB
gadX_rcsB_yhiD
gadW_phoP_yhiD
gadE_phoP_yhiD
rcsA_rcsB_yhiD
rcsA_gadE_yhiD
gadX_rcsB_hdeD
gadE_phoP_hdeD
rcsA_rcsB_hdeD
rcsA_gadE_hdeD
rcsA_rcsB_ftsA
rcsA_gadE_ftsA
rcsA_rcsB_osmB
rcsA_gadE_osmB
gadX_rcsB_gadB
rcsA_rcsB_gadB
rcsA_gadE_gadB
rcsA_rcsB_rarA
rcsA_gadE_rarA
rcsA_rcsB_lolA
rcsA_gadE_lolA
rcsA_rcsB_bdm
rcsA_gadE_bdm
gadX_rcsB_gadC
rcsA_rcsB_gadC
rcsA_gadE_gadC
gadE_evgA_ydeP
rcsA_rcsB_ydeP
rcsA_gadE_ydeP
gadX_rcsB_dctR
gadX_rcsB_slp
marA_soxS_fpr
marA_soxS_poxB
marA_soxS_zwf
marA_rob_zwf
marA_soxS_nfsA
marA_rob_nfsA
marA_soxS_inaA
marA_rob_inaA
marA_soxS_waaY
marA_soxS_acrA
marA_rob_acrA
marA_soxS_acrB
marA_rob_acrB
marA_soxS_ybjC
marA_rob_ybjC
marA_soxS_nfsB
marA_rob_nfsB
marA_soxS_acrZ
marA_rob_acrZ
marA_soxS_pqiB
gadE_evgA_mdtE
gadE_evgA_mdtF
