g4
cadC_fnr_mlrA
cadC_mlrA_fnr
fis_ihfA_ihfB
fis_crp_ihfB
fis_ihfB_ihfA
fis_crp_ihfA
fis_ihfB_crp
fis_ihfA_crp
flhD_hns_qseB
flhD_crp_qseB
flhD_qseB_hns
flhD_crp_hns
flhD_qseB_crp
flhD_hns_crp
fnr_ihfA_ihfB
fnr_ihfB_ihfA
hipB_ihfA_ihfB
hipB_ihfB_ihfA
hns_fis_gadX
hns_cspA_gadX
hns_gadX_fis
hns_cspA_fis
hns_gadX_cspA
hns_fis_cspA
malT_crp_lrp
malT_lrp_crp
rcsA_rcsB_gadE
rcsA_gadE_rcsB
marA_fis_rob
marA_crp_rob
marA_rob_fis
marA_rob_crp
marR_fis_rob
marR_crp_rob
marR_rob_fis
marR_rob_crp
gadE_phoP_evgA
gadE_arcA_evgA
gadE_evgA_phoP
gadE_arcA_phoP
gadE_evgA_arcA
gadE_phoP_arcA
gadW_phoP_sdiA
gadW_sdiA_phoP
gadX_arcA_rcsB
gadX_rcsB_arcA
caiF_crp_fnr
caiF_fnr_crp
csgD_basR_mlrA
csgD_ompR_mlrA
csgD_ihfB_mlrA
csgD_ihfA_mlrA
csgD_crp_mlrA
csgD_mlrA_basR
csgD_ompR_basR
csgD_ihfB_basR
csgD_ihfA_basR
csgD_crp_basR
csgD_mlrA_ompR
csgD_basR_ompR
csgD_ihfB_ompR
csgD_ihfA_ompR
csgD_mlrA_ihfB
csgD_basR_ihfB
csgD_ompR_ihfB
csgD_ihfA_ihfB
csgD_crp_ihfB
csgD_mlrA_ihfA
csgD_basR_ihfA
csgD_ompR_ihfA
csgD_ihfB_ihfA
csgD_crp_ihfA
csgD_mlrA_crp
csgD_basR_crp
csgD_ihfB_crp
csgD_ihfA_crp
lpxD_cpxR_gadE
lpxD_gadE_cpxR
hha_cpxR_basR
hha_basR_cpxR
skp_cpxR_gadE
skp_gadE_cpxR
lpxA_cpxR_gadE
lpxA_gadE_cpxR
ompC_cpxR_ompR
ompC_ompR_cpxR
ppiA_cpxR_crp
ppiA_crp_cpxR
rpoH_ihfA_ihfB
rpoH_crp_ihfB
rpoH_cpxR_ihfB
rpoH_ihfB_ihfA
rpoH_crp_ihfA
rpoH_cpxR_ihfA
rpoH_ihfB_crp
rpoH_ihfA_crp
rpoH_cpxR_crp
rpoH_ihfB_cpxR
rpoH_ihfA_cpxR
rpoH_crp_cpxR
fabZ_cpxR_gadE
fabZ_gadE_cpxR
csgA_cpxR_fliZ
csgA_fliZ_cpxR
tomB_cpxR_basR
tomB_basR_cpxR
csgG_fliZ_rstA
csgG_rcsB_rstA
csgG_rcsA_rstA
csgG_cpxR_rstA
csgG_rstA_fliZ
csgG_rcsB_fliZ
csgG_rcsA_fliZ
csgG_cpxR_fliZ
csgG_rstA_rcsB
csgG_fliZ_rcsB
csgG_cpxR_rcsB
csgG_rstA_rcsA
csgG_fliZ_rcsA
csgG_cpxR_rcsA
csgG_rstA_cpxR
csgG_fliZ_cpxR
csgG_rcsB_cpxR
csgG_rcsA_cpxR
csgE_fliZ_rstA
csgE_rcsB_rstA
csgE_rcsA_rstA
csgE_cpxR_rstA
csgE_rstA_fliZ
csgE_rcsB_fliZ
csgE_rcsA_fliZ
csgE_cpxR_fliZ
csgE_rstA_rcsB
csgE_fliZ_rcsB
csgE_cpxR_rcsB
csgE_rstA_rcsA
csgE_fliZ_rcsA
csgE_cpxR_rcsA
csgE_rstA_cpxR
csgE_fliZ_cpxR
csgE_rcsB_cpxR
csgE_rcsA_cpxR
csgB_cpxR_fliZ
csgB_fliZ_cpxR
csgC_cpxR_fliZ
csgC_fliZ_cpxR
puuC_crp_puuR
puuC_arcA_puuR
puuC_puuR_crp
puuC_arcA_crp
puuC_puuR_arcA
puuC_crp_arcA
cadA_arcA_hns
cadA_hns_arcA
cadB_arcA_hns
cadB_hns_arcA
fumC_fnr_fur
fumC_arcA_fur
fumC_fur_fnr
fumC_crp_fnr
fumC_fnr_crp
fumC_arcA_crp
fumC_fur_arcA
fumC_crp_arcA
ndh_ihfB_nsrR
ndh_ihfA_nsrR
ndh_fur_nsrR
ndh_fnr_nsrR
ndh_fis_nsrR
ndh_arcA_nsrR
ndh_nsrR_ihfB
ndh_ihfA_ihfB
ndh_fur_ihfB
ndh_arcA_ihfB
ndh_nsrR_ihfA
ndh_ihfB_ihfA
ndh_fur_ihfA
ndh_fnr_ihfA
ndh_fis_ihfA
ndh_arcA_ihfA
ndh_nsrR_fur
ndh_ihfB_fur
ndh_ihfA_fur
ndh_fnr_fur
ndh_fis_fur
ndh_arcA_fur
ndh_nsrR_fnr
ndh_fur_fnr
ndh_fis_fnr
ndh_nsrR_fis
ndh_fur_fis
ndh_fnr_fis
ndh_arcA_fis
ndh_nsrR_arcA
ndh_ihfB_arcA
ndh_ihfA_arcA
ndh_fur_arcA
ndh_fis_arcA
oppF_fur_lrp
oppF_arcA_lrp
oppF_lrp_fur
oppF_arcA_fur
oppF_lrp_arcA
oppF_fur_arcA
pflB_ihfA_ihfB
pflB_crp_ihfB
pflB_arcA_ihfB
pflB_ihfB_ihfA
pflB_fnr_ihfA
pflB_crp_ihfA
pflB_arcA_ihfA
pflB_crp_fnr
pflB_ihfB_crp
pflB_ihfA_crp
pflB_fnr_crp
pflB_arcA_crp
pflB_ihfB_arcA
pflB_ihfA_arcA
pflB_crp_arcA
sdhA_arcA_fur
sdhA_arcA_crp
sdhA_fur_arcA
sdhA_crp_arcA
sdhB_arcA_fur
sdhB_arcA_crp
sdhB_fur_arcA
sdhB_crp_arcA
sdhC_arcA_fur
sdhC_arcA_crp
sdhC_fur_arcA
sdhC_crp_arcA
sdhD_arcA_fur
sdhD_arcA_crp
sdhD_fur_arcA
sdhD_crp_arcA
sucA_arcA_fur
sucA_arcA_crp
sucA_fur_arcA
sucA_crp_arcA
sucB_arcA_fur
sucB_arcA_crp
sucB_fur_arcA
sucB_crp_arcA
sucC_arcA_fur
sucC_arcA_crp
sucC_fur_arcA
sucC_crp_arcA
sucD_arcA_fur
sucD_arcA_crp
sucD_fur_arcA
sucD_crp_arcA
focA_ihfA_ihfB
focA_crp_ihfB
focA_arcA_ihfB
focA_ihfB_ihfA
focA_fnr_ihfA
focA_crp_ihfA
focA_arcA_ihfA
focA_crp_fnr
focA_ihfB_crp
focA_ihfA_crp
focA_fnr_crp
focA_arcA_crp
focA_ihfB_arcA
focA_ihfA_arcA
focA_crp_arcA
caiB_arcA_caiF
caiB_crp_fnr
caiB_fnr_crp
caiB_arcA_crp
caiB_caiF_arcA
caiB_crp_arcA
grcA_fis_fnr
grcA_crp_fnr
grcA_fnr_fis
grcA_arcA_fis
grcA_fnr_crp
grcA_arcA_crp
grcA_fis_arcA
grcA_crp_arcA
hybB_arcA_narL
hybB_narL_arcA
hybC_arcA_narL
hybC_narL_arcA
hybD_arcA_narL
hybD_narL_arcA
hybE_arcA_narL
hybE_narL_arcA
puuB_crp_puuR
puuB_arcA_puuR
puuB_puuR_crp
puuB_arcA_crp
puuB_puuR_arcA
puuB_crp_arcA
nuoG_ihfA_ihfB
nuoG_arcA_ihfB
nuoG_ihfB_ihfA
nuoG_fnr_ihfA
nuoG_arcA_ihfA
nuoG_ihfB_arcA
nuoG_ihfA_arcA
nuoJ_ihfA_ihfB
nuoJ_arcA_ihfB
nuoJ_ihfB_ihfA
nuoJ_fnr_ihfA
