g5
araC_crp_araG
araC_crp_araF
araC_crp_araE
arcA_fnr_puuP
arcA_fnr_iraM
arcA_fnr_dcuC
arcA_fnr_citC
arcA_fnr_citD
arcA_fnr_citE
arcA_fnr_citF
arcA_fnr_citX
arcA_fnr_citG
arcA_fnr_caiE
arcA_fnr_nuoJ
arcA_fnr_nuoG
arcA_fnr_grcA
arcA_fnr_caiB
arcA_fnr_focA
arcA_fnr_pflB
arcA_fnr_ndh
arcA_fnr_fumC
arcA_fnr_cydB
arcA_fnr_cydA
arcA_fnr_ackA
chbR_crp_chbG
chbR_crp_chbA
chbR_crp_chbB
dnaA_argP_nrdB
dnaA_argP_dnaN
fis_ihfB_nrfG
fis_ihfA_nrfG
fis_ihfB_nrfF
fis_ihfA_nrfF
fis_ihfB_nrfE
fis_ihfA_nrfE
fis_ihfB_nrfC
fis_ihfA_nrfC
fis_ihfB_nrfB
fis_ihfA_nrfB
fis_crp_grcA
fis_ihfB_nrfA
fis_ihfA_nrfA
fis_ihfB_sra
fis_ihfA_sra
fis_crp_marR
fis_crp_marA
fis_crp_mazF
fis_crp_trg
fis_crp_ptsG
fis_crp_nrdB
fis_ihfB_nirD
fis_ihfA_nirD
fis_crp_nirD
fis_ihfB_nirC
fis_ihfA_nirC
fis_crp_nirC
fis_ihfB_nirB
fis_ihfA_nirB
fis_crp_nirB
fis_ihfB_ndh
fis_ihfA_ndh
fis_crp_mazE
fis_crp_malF
fis_crp_malE
fis_crp_lpd
fis_crp_hupA
fis_crp_glpT
fis_crp_glpQ
fis_crp_glnL
fis_ihfB_dmsB
fis_ihfA_dmsB
fis_ihfB_dmsA
fis_ihfA_dmsA
fis_crp_deoD
fis_crp_deoC
fis_crp_deoB
fis_crp_deoA
fis_ihfB_carB
fis_ihfA_carB
fis_ihfB_carA
fis_ihfA_carA
flhD_hns_fliY
flhD_hns_fliZ
fnr_ihfB_tdcE
fnr_ihfA_tdcE
fnr_ihfB_tdcF
fnr_ihfA_tdcF
fnr_ihfB_norV
fnr_ihfA_norV
fnr_ihfB_norW
fnr_ihfA_norW
fnr_ihfB_nuoJ
fnr_ihfA_nuoJ
fnr_ihfB_nuoG
fnr_ihfA_nuoG
fnr_ihfB_nrfD
fnr_ihfA_nrfD
fnr_ihfB_focA
fnr_ihfA_focA
fnr_ihfB_pstC
fnr_ihfA_pstC
fnr_ihfB_pstB
fnr_ihfA_pstB
fnr_ihfB_pstA
fnr_ihfA_pstA
fnr_ihfB_pstS
fnr_ihfA_pstS
fnr_ihfB_pflB
fnr_ihfA_pflB
