id:ID,:LABEL
glpD,GEN
hyaA,GEN
hyaB,GEN
hyaC,GEN
hyaD,GEN
ndh,GEN
oppF,GEN
pflB,GEN
sdhA,GEN
sdhB,GEN
sdhC,GEN
sdhD,GEN
sucA,GEN
sucB,GEN
sucC,GEN
sucD,GEN
focA,GEN
rhaT,GEN
appB,GEN
appC,GEN
caiB,GEN
ydeA,GEN
grcA,GEN
hybB,GEN
hybC,GEN
hybD,GEN
hybE,GEN
puuB,GEN
lldD,GEN
nuoG,GEN
nuoJ,GEN
gatD,GEN
prmC,GEN
caiE,GEN
dctA,GEN
glcB,GEN
gadA,GEN
fadH,GEN
citG,GEN
citX,GEN
citF,GEN
citE,GEN
citD,GEN
citC,GEN
dcuC,GEN
iraM,GEN
puuP,GEN
puuE,GEN
fadJ,GEN
glcA,GEN
glcD,GEN
hybO,GEN
hisM,GEN
argC,GEN
argF,GEN
argG,GEN
gltB,GEN
gltD,GEN
argH,GEN
gltF,GEN
artM,GEN
artJ,GEN
astE,GEN
astB,GEN
astD,GEN
astA,GEN
astC,GEN
asnA,GEN
mnmG,GEN
ampC,GEN
dacC,GEN
chbB,GEN
chbC,GEN
chbA,GEN
chbF,GEN
chbG,GEN
aceE,GEN
aceF,GEN
agp,GEN
aldA,GEN
araJ,GEN
aspA,GEN
cdd,GEN
cirA,GEN
crr,GEN
cstA,GEN
cyoA,GEN
cyoB,GEN
cyoC,GEN
cyoD,GEN
cytR,GEN
deoA,GEN
deoB,GEN
deoC,GEN
deoD,GEN
dksA,GEN
ebgC,GEN
entB,GEN
entC,GEN
entE,GEN
envZ,GEN
fadL,GEN
fbaA,GEN
fecA,GEN
fepA,GEN
fucA,GEN
fucK,GEN
fumA,GEN
gabT,GEN
galE,GEN
galK,GEN
galT,GEN
gapA,GEN
epd,GEN
gcvH,GEN
glgA,GEN
glgC,GEN
glgP,GEN
glnA,GEN
glnG,GEN
glnL,GEN
glpE,GEN
glpF,GEN
glpG,GEN
glpQ,GEN
glpT,GEN
gltA,GEN
grpE,GEN
guaA,GEN
guaB,GEN
gyrA,GEN
hflC,GEN
ilvB,GEN
rpoS,GEN
lacA,GEN
lacY,GEN
lacZ,GEN
lamB,GEN
lpd,GEN
malE,GEN
malF,GEN
malM,GEN
malX,GEN
manA,GEN
manX,GEN
manY,GEN
mazE,GEN
mdh,GEN
melB,GEN
metK,GEN
mglA,GEN
mtlA,GEN
mtlD,GEN
nagA,GEN
nagB,GEN
umpH,GEN
nagE,GEN
nanA,GEN
nirB,GEN
nirC,GEN
nirD,GEN
nmpC,GEN
nrdB,GEN
nupG,GEN
ompA,GEN
pgk,GEN
priB,GEN
ptsG,GEN
ptsH,GEN
ptsI,GEN
rbsB,GEN
rbsC,GEN
rbsD,GEN
relA,GEN
rpsF,GEN
rpsR,GEN
sfsA,GEN
sodA,GEN
srlB,GEN
srlD,GEN
trg,GEN
tsx,GEN
udp,GEN
ugpA,GEN
ugpB,GEN
ugpQ,GEN
uhpT,GEN
xseA,GEN
xylA,GEN
cspD,GEN
raiA,GEN
yhfA,GEN
mazF,GEN
ivbL,GEN
tnaC,GEN
preA,GEN
dusB,GEN
acnA,GEN
gabD,GEN
gabP,GEN
glgS,GEN
treC,GEN
dadA,GEN
dadX,GEN
gcvT,GEN
acs,GEN
narQ,GEN
fadD,GEN
ychH,GEN
fixB,GEN
proP,GEN
galM,GEN
hofC,GEN
sbmC,GEN
actP,GEN
yjcH,GEN
mtlR,GEN
nupC,GEN
yeiP,GEN
cspE,GEN
yiaJ,GEN
yiaK,GEN
yiaL,GEN
yiaM,GEN
yiaN,GEN
yiaO,GEN
lyxK,GEN
sgbH,GEN
sgbU,GEN
aldB,GEN
acnB,GEN
lhgO,GEN
gatA,GEN
gatB,GEN
gatC,GEN
gatY,GEN
mpl,GEN
exuT,GEN
agaA,GEN
hpt,GEN
rmf,GEN
prpB,GEN
prpC,GEN
prpE,GEN
mhpE,GEN
dpiB,GEN
fiu,GEN
ycdZ,GEN
csgF,GEN
hlyE,GEN
paaB,GEN
paaC,GEN
paaD,GEN
paaJ,GEN
paaK,GEN
lsrC,GEN
lsrB,GEN
tam,GEN
mlc,GEN
gatZ,GEN
preT,GEN
murQ,GEN
hyfC,GEN
hyfJ,GEN
csiE,GEN
pka,GEN
csiD,GEN
casD,GEN
casC,GEN
aer,GEN
tdcF,GEN
tdcE,GEN
nanE,GEN
aaeB,GEN
aaeX,GEN
gntX,GEN
nfuA,GEN
ulaE,GEN
idnD,GEN
nanM,GEN
uxaC,GEN
srlA,GEN
mhpA,GEN
mhpD,GEN
mhpF,GEN
cysA,GEN
cysD,GEN
cysH,GEN
cysI,GEN
cysJ,GEN
cysK,GEN
cysN,GEN
cysP,GEN
cysU,GEN
cysW,GEN
ssuB,GEN
ssuC,GEN
ssuD,GEN
ssuE,GEN
cbl,GEN
ydfE,GEN
ydfX,GEN
dnaN,GEN
nrdA,GEN
recF,GEN
yfaE,GEN
adhE,GEN
ansB,GEN
apaG,GEN
apaH,GEN
bglB,GEN
bglF,GEN
bglG,GEN
carA,GEN
carB,GEN
dmsA,GEN
dmsB,GEN
fadA,GEN
fadB,GEN
fumB,GEN
hyaE,GEN
hyaF,GEN
infB,GEN
rsmA,GEN
mazG,GEN
mglC,GEN
narG,GEN
narH,GEN
narI,GEN
narJ,GEN
narK,GEN
nusA,GEN
pnp,GEN
queA,GEN
rpsO,GEN
topA,GEN
trmA,GEN
tufB,GEN
fau,GEN
truB,GEN
rbfA,GEN
rimP,GEN
sra,GEN
nuoF,GEN
nrfA,GEN
nrfB,GEN
nrfC,GEN
nrfE,GEN
nrfF,GEN
nrfG,GEN
nuoA,GEN
nuoB,GEN
nuoC,GEN
nuoE,GEN
nuoH,GEN
nuoI,GEN
nuoK,GEN
nuoL,GEN
xylG,GEN
xylH,GEN
xylF,GEN
xylR,GEN
alaT,GEN
alaW,GEN
aspV,GEN
glnU,GEN
glnV,GEN
gltT,GEN
gltU,GEN
glyT,GEN
hisR,GEN
ileT,GEN
leuP,GEN
leuQ,GEN
leuT,GEN
leuV,GEN
leuX,GEN
lysW,GEN
metT,GEN
metU,GEN
metY,GEN
rnpB,GEN
rrfA,GEN
rrfC,GEN
rrfD,GEN
rrfE,GEN
rrfG,GEN
rrfH,GEN
rrlA,GEN
rrlC,GEN
rrlD,GEN
rrlE,GEN
rrlG,GEN
rrlH,GEN
rrsA,GEN
rrsC,GEN
rrsD,GEN
rrsG,GEN
rrfF,GEN
ssrS,GEN
thrT,GEN
thrU,GEN
thrV,GEN
tyrT,GEN
tyrU,GEN
valY,GEN
nanT,GEN
cspI,GEN
yoaG,GEN
yeaR,GEN
glcC,GEN
nanK,GEN
recC,GEN
fliD,GEN
ygdB,GEN
ppdB,GEN
fliF,GEN
fliG,GEN
fliH,GEN
nrfD,GEN
ccmB,GEN
napC,GEN
napG,GEN
gltJ,GEN
gltL,GEN
flgA,GEN
flgD,GEN
flgJ,GEN
flgM,GEN
gltI,GEN
flgN,GEN
fliY,GEN
aspC,GEN
cheR,GEN
moeA,GEN
moeB,GEN
cysG,GEN
fepE,GEN
fes,GEN
frdA,GEN
frdB,GEN
frdC,GEN
gdhA,GEN
hemA,GEN
hypD,GEN
hypE,GEN
katG,GEN
malQ,GEN
narX,GEN
pstS,GEN
prfA,GEN
pstA,GEN
pstB,GEN
pstC,GEN
purM,GEN
purN,GEN
rplB,GEN
rplC,GEN
rplD,GEN
rplP,GEN
rplV,GEN
rplW,GEN
rpmC,GEN
rpsC,GEN
rpsJ,GEN
rpsQ,GEN
rpsS,GEN
soxR,GEN
soxS,GEN
pdhR,GEN
ompW,GEN
hyfA,GEN
garK,GEN
garR,GEN
fdnG,GEN
fdnH,GEN
fdnI,GEN
hyfB,GEN
glnD,GEN
nrdD,GEN
pepT,GEN
moaB,GEN
moaD,GEN
moaE,GEN
ydeJ,GEN
moaC,GEN
amtB,GEN
yeiL,GEN
feoA,GEN
glnK,GEN
pitA,GEN
ychO,GEN
norW,GEN
dppB,GEN
dppC,GEN
emrY,GEN
ynfH,GEN
ydhW,GEN
ydhY,GEN
emrK,GEN
hyfD,GEN
hyfE,GEN
hyfF,GEN
hyfG,GEN
hyfH,GEN
hyfI,GEN
focB,GEN
norV,GEN
dcuS,GEN
iraD,GEN
garL,GEN
entA,GEN
entD,GEN
entF,GEN
fecB,GEN
fecC,GEN
fecE,GEN
fecR,GEN
fepB,GEN
fepC,GEN
fepD,GEN
fepG,GEN
fhuD,GEN
fhuE,GEN
katE,GEN
metH,GEN
metJ,GEN
purR,GEN
pyrC,GEN
tonB,GEN
entS,GEN
entH,GEN
feoB,GEN
garP,GEN
feoC,GEN
nrdE,GEN
rcnA,GEN
rcnB,GEN
gspD,GEN
gspE,GEN
gspG,GEN
gspH,GEN
gspI,GEN
gspJ,GEN
gspK,GEN
gspL,GEN
yhhY,GEN
galR,GEN
galP,GEN
aceA,GEN
aceB,GEN
aceK,GEN
dppA,GEN
fimA,GEN
fimC,GEN
fimF,GEN
fimH,GEN
gcd,GEN
glnH,GEN
glnP,GEN
glnQ,GEN
hipA,GEN
hycB,GEN
hycC,GEN
ilvA,GEN
ilvD,GEN
ilvE,GEN
pspA,GEN
pspB,GEN
pspC,GEN
pspD,GEN
pspE,GEN
tyrP,GEN
ilvL,GEN
sufA,GEN
uspA,GEN
dps,GEN
ibpB,GEN
pspG,GEN
hemF,GEN
ulaB,GEN
ulaC,GEN
dppD,GEN
dppF,GEN
glcF,GEN
sufE,GEN
sufS,GEN
sufD,GEN
sufC,GEN
sufB,GEN
hycI,GEN
glcG,GEN
ulaG,GEN
ulaA,GEN
ulaD,GEN
ulaF,GEN
ilvG_1,GEN
appY,GEN
cysM,GEN
acrE,GEN
acrF,GEN
fimB,GEN
fliC,GEN
hisP,GEN
ilvH,GEN
ilvI,GEN
leuO,GEN
mukB,GEN
proV,GEN
proW,GEN
proX,GEN
ftnA,GEN
chiA,GEN
hdfR,GEN
adiA,GEN
stpA,GEN
caiD,GEN
caiC,GEN
caiA,GEN
caiT,GEN
evgS,GEN
adeD,GEN
adiY,GEN
hisJ,GEN
hisQ,GEN
mukF,GEN
smtA,GEN
ydeO,GEN
bglJ,GEN
nrdG,GEN
pgm,GEN
dapB,GEN
dapD,GEN
lysP,GEN
kdpC,GEN
murC,GEN
murF,GEN
polB,GEN
recA,GEN
recN,GEN
umuC,GEN
uvrD,GEN
dinF,GEN
ybfE,GEN
recX,GEN
dinB,GEN
ydjM,GEN
symE,GEN
ruvB,GEN
aroA,GEN
avtA,GEN
fimE,GEN
kbl,GEN
livF,GEN
livG,GEN
livJ,GEN
livK,GEN
livM,GEN
osmC,GEN
serA,GEN
serC,GEN
tdh,GEN
malY,GEN
malZ,GEN
emrA,GEN
emrB,GEN
creD,GEN
glmS,GEN
manZ,GEN
creC,GEN
glmU,GEN
chiP,GEN
ybfN,GEN
nanS,GEN
nanC,GEN
dcuB,GEN
fdhF,GEN
ogt,GEN
dcuA,GEN
torC,GEN
ccmH,GEN
ccmG,GEN
ccmF,GEN
ccmE,GEN
ccmC,GEN
ccmA,GEN
napB,GEN
napH,GEN
napA,GEN
napF,GEN
nikA,GEN
nikB,GEN
nikC,GEN
nikD,GEN
napD,GEN
ccmD,GEN
ynfE,GEN
ynfF,GEN
ynfG,GEN
ydhT,GEN
ydhU,GEN
ydhX,GEN
ydhV,GEN
dcuR,GEN
ytfE,GEN
glgB,GEN
glgX,GEN
ompT,GEN
phoQ,GEN
purD,GEN
purH,GEN
tolC,GEN
ygiB,GEN
rstB,GEN
hdeA,GEN
hdeB,GEN
yhiD,GEN
hdeD,GEN
treR,GEN
mgtA,GEN
ybjG,GEN
safA,GEN
slyB,GEN
yrbL,GEN
dcuD,GEN
add,GEN
rbsA,GEN
rbsK,GEN
ftsA,GEN
ftsZ,GEN
osmB,GEN
gadB,GEN
rarA,GEN
lolA,GEN
bdm,GEN
gadC,GEN
ydeP,GEN
wzc,GEN
sfsB,GEN
dctR,GEN
slp,GEN
molR_1,GEN
adiC,GEN
yqhG,GEN
ygiZ,GEN
yhiM,GEN
ftsQ,GEN
nhaA,GEN
mngA,GEN
mngB,GEN
hycA,GEN
hycD,GEN
hycF,GEN
hycG,GEN
hycH,GEN
hypA,GEN
hypB,GEN
hypC,GEN
fliA,GEN
rffE,GEN
rffA,GEN
tehB,GEN
dsdC,GEN
mhpT,GEN
hcr,GEN
hcp,GEN
feaR,GEN
yeaE,GEN
bdcA,GEN
feaB,GEN
malG,GEN
talA,GEN
zwf,GEN
nfsA,GEN
inaA,GEN
acrA,GEN
ybjC,GEN
acrZ,GEN
ybiS,GEN
ybjN,GEN
fabA,GEN
cynT,GEN
fpr,GEN
poxB,GEN
purA,GEN
waaY,GEN
waaZ,GEN
pqiA,GEN
pqiB,GEN
yncE,GEN
marB,GEN
gnd,GEN
mdtE,GEN
mdtF,GEN
yfdE,GEN
frc,GEN
yfdX,GEN
dgkA,GEN
putA,GEN
ykgM,GEN
znuC,GEN
zinT,GEN
zntA,GEN
rplU,GEN
rpmA,GEN
ibaG,GEN
tbpA,GEN
alaC,GEN
btuB,GEN
lon,GEN
uspE,GEN
ybaS,GEN
ybaT,GEN
eda,GEN
idnK,GEN
gntT,GEN
idnT,GEN
gntK,GEN
gntU,GEN
idnR,GEN
uxuA,GEN
uxaA,GEN
uxuB,GEN
uxuR,GEN
rclC,GEN
moaA,GEN
cueO,GEN
copA,GEN
allS,GEN
allA,GEN
glxR,GEN
ybbW,GEN
nlpA,GEN
iraP,GEN
fliE,GEN
wrbA,GEN
yccJ,GEN
fliI,GEN
fliJ,GEN
fliK,GEN
yccT,GEN
dhaL,GEN
dhaK,GEN
paaZ,GEN
paaA,GEN
paaE,GEN
paaF,GEN
paaG,GEN
paaH,GEN
paaI,GEN
lsrK,GEN
lsrA,GEN
lsrD,GEN
lsrF,GEN
lsrG,GEN
asr,GEN
uidA,GEN
uidB,GEN
uidC,GEN
codA,GEN
ydcS,GEN
ydcT,GEN
patD,GEN
murP,GEN
nrdF,GEN
ydiU,GEN
nrdH,GEN
nrdI,GEN
hcaC,GEN
hcaF,GEN
yqhD,GEN
dkgA,GEN
yjhC,GEN
